"student_user_No","성별","지역","학교넘버","학교","학년","등급","수학점수"
7422,"M","강원도",1768,"황지고등학교",48,465,36
7418,"F","경기도",9749,"부천부곡중학교",477,471,1
7432,"F","울산광역시",1353,"학성여자고등학교",48,464,74
7353,"M","서울특별시",42,"구룡중학교",479,472,54
59837,"F","",21,"기타",478,472,5
74191,"F","",21,"기타",477,472,NA
7347,"F","경기도",8951,"발곡중학교",479,471,1
44251,"F","전라북도",116,"원광여자고등학교",48,466,5
74188,"F","서울특별시",8196,"고덕중학교",479,472,99
5993,"M","전라북도",2271,"전주양지중학교",478,472,77
7643,"M","경기도",136,"무원고등학교",48,463,74
73665,"F","",21,"기타",484,462,NA
74182,"M","경기도",1242,"부용중학교",477,473,3
11231,"M","광주광역시",7851,"일곡중학교",479,471,NA
7461,"F","경기도",11767,"삼숭초등학교",7,473,7
74131,"F","광주광역시",11942,"신가초등학교",699,472,85
74181,"M","서울특별시",1224,"창동고등학교",48,462,NA
74176,"F","제주특별자치도",6362,"외도초등학교",699,472,35
74171,"F","제주특별자치도",9775,"중문고등학교",48,468,9
74173,"M","서울특별시",7838,"강남중학교",479,471,NA
74169,"F","경상북도",11947,"석적초등학교",7,473,65
74163,"F","대구광역시",271,"다사고등학교",482,462,NA
74164,"F","경기도",1946,"성남방송고등학교",48,463,1
54413,"F","전라북도",9797,"전주중앙여자고등학교",48,465,48
672,"F","충청북도",1848,"옥산중학교",477,473,65
74152,"F","대전광역시",11886,"대전용운초등학교",699,472,96
7447,"F","경기도",931,"기안중학교",478,473,23
72238,"M","",21,"기타",484,47,NA
44717,"F","전라남도",895,"여수여자고등학교",48,465,65
15344,"F","경기도",1436,"오산원일중학교",477,473,NA
56927,"F","대구광역시",7235,"동문고등학교",481,466,5
74141,"M","경상북도",9544,"상주공업고등학교",48,469,2
74135,"M","부산광역시",413,"당리중학교",477,472,94
74144,"F","",21,"기타",484,462,NA
7415,"F","대구광역시",9123,"대명중학교",479,472,NA
297,"F","충청남도",219,"홍성여자중학교",477,473,NA
74134,"F","경상남도",228,"김해삼방고등학교",48,464,8
74127,"F","인천광역시",575,"남인천여자중학교",477,472,68
74116,"M","서울특별시",95,"동원중학교",479,472,83
73824,"F","대구광역시",7235,"동문고등학교",481,466,63
74122,"F","서울특별시",7838,"강남중학교",478,471,NA
7412,"F","서울특별시",826,"신림고등학교",48,462,NA
73155,"F","경기도",2217,"전곡고등학교",481,466,56
7497,"F","경상남도",878,"양산남부고등학교",481,464,NA
73666,"F","서울특별시",7832,"목동중학교",477,471,NA
57168,"F","서울특별시",282,"옥정중학교",478,473,57
34851,"M","전라북도",7668,"전주고등학교",481,465,NA
73266,"F","충청남도",853,"천안오성고등학교",48,464,73
7411,"F","경상북도",9983,"오천중학교",478,473,64
73735,"M","경기도",1597,"호매실중학교",478,471,1
73588,"M","전라북도",6743,"군산아리울초등학교",699,472,95
2679,"F","대전광역시",1514,"대전서중학교",478,472,NA
7499,"F","서울특별시",9559,"은평중학교",477,471,1
696,"F","전라남도",2588,"화순중학교",477,472,9
7496,"F","서울특별시",694,"선정고등학교",48,466,NA
7489,"F","대구광역시",894,"효성중학교",478,473,83
7482,"M","경상북도",1328,"신라고등학교",48,47,NA
7278,"M","인천광역시",175,"인천남동고등학교",48,464,72
7429,"F","충청남도",1253,"천안업성고등학교",48,463,NA
7468,"F","경상남도",878,"양산남부고등학교",481,464,NA
7491,"F","경기도",671,"서원고등학교",48,464,7
7487,"F","경상남도",7296,"밀성여자중학교",478,472,19
5472,"F","대구광역시",86,"경화여자고등학교",481,463,88
7433,"F","경상북도",1524,"인동고등학교",48,467,46
64466,"F","경기도",515,"백석고등학교",48,463,NA
38367,"F","강원도",942,"홍천여자고등학교",481,466,NA
7485,"F","경기도",9782,"동남고등학교",48,464,NA
73423,"F","대전광역시",7336,"한밭초등학교",7,473,1
7356,"M","대전광역시",11891,"대전용전초등학교",7,472,95
7483,"F","대전광역시",11937,"대전봉명초등학교",699,472,9
7484,"F","서울특별시",457,"서울자운초등학교",7,472,95
743,"M","강원도",9581,"강릉명륜고등학교",48,463,9
748,"F","인천광역시",575,"남인천여자중학교",478,471,96
73361,"M","경상남도",1211,"진주동명고등학교",481,466,45
7475,"F","경기도",1158,"대화중학교",479,472,96
73985,"F","경상남도",224,"김해대청고등학교",481,464,56
72979,"F","대전광역시",715,"대전문화여자중학교",477,472,8
73791,"F","전라북도",2177,"익산부송중학교",479,473,6
73795,"F","서울특별시",11,"목운중학교",478,471,1
17519,"F","서울특별시",9738,"잠신고등학교",481,464,NA
73826,"F","",21,"기타",478,472,68
747,"F","충청남도",9396,"부여여자고등학교",48,466,7
71578,"F","대구광역시",9123,"대명중학교",478,472,82
7469,"F","경상남도",2955,"내덕중학교",479,471,98
73681,"F","인천광역시",165,"인천은봉초등학교",698,472,1
7463,"M","서울특별시",951,"영훈고등학교",481,465,5
7457,"M","서울특별시",198,"서울미양초등학교",699,471,1
68342,"M","",21,"기타",479,471,95
2673,"F","부산광역시",52,"양동여자중학교",478,471,NA
7449,"F","경상북도",11934,"울릉초등학교",7,473,5
738,"M","대전광역시",3425,"대전도안중학교",479,472,82
746,"F","강원도",168,"북평여자중학교",477,473,56
7439,"M","경기도",11932,"정평초등학교",7,471,1
73268,"F","광주광역시",139,"진남중학교",479,472,68
17881,"F","",21,"기타",484,464,NA
7458,"F","경기도",1928,"성일정보고등학교",479,472,58
72571,"F","경기도",25,"목암초등학교",7,473,2
745,"M","",21,"기타",48,466,82
13334,"F","울산광역시",919,"성안중학교",478,472,NA
32227,"M","전라북도",2131,"군산동산중학교",478,473,NA
7442,"F","충청북도",184,"덕산중학교",477,472,81
7445,"F","대전광역시",653,"서대전여자고등학교",48,464,69
73835,"F","전라남도",2454,"순천별량중학교",478,472,68
7438,"F","광주광역시",141,"첨단중학교",479,472,99
3917,"M","인천광역시",9515,"인천가현중학교",478,472,NA
744,"F","부산광역시",8617,"부산진여자고등학교",48,465,76
73597,"F","부산광역시",771,"예문여자고등학교",48,464,83
6867,"F","대구광역시",1143,"대구관문초등학교",699,472,9
7265,"F","대전광역시",3425,"대전도안중학교",477,472,63
73765,"F","경상북도",11913,"화령고등학교",48,465,6
7361,"F","경상북도",5348,"비산초등학교",7,472,75
73851,"F","강원도",9148,"춘천여자고등학교",48,467,49
743,"F","서울특별시",7338,"혜성여자고등학교",481,465,NA
58664,"F","경기도",1467,"은행중학교",478,472,94
73472,"M","서울특별시",997,"신서중학교",477,472,95
796,"F","대구광역시",11639,"대구한샘초등학교",7,472,69
7428,"F","전라북도",2234,"이리남성여자중학교",478,472,7
7424,"F","경상북도",11798,"북삼초등학교",699,472,1
72556,"F","대구광역시",1397,"대구월곡초등학교",699,472,95
73153,"M","경기도",726,"대평중학교",478,471,85
742,"F","부산광역시",725,"성일여자고등학교",481,466,62
737,"F","경상남도",9765,"합천여자중학교",478,473,3
7417,"F","경기도",9,"계남고등학교",481,465,82
7416,"F","서울특별시",8839,"서울면일초등학교",7,471,1
7412,"F","대구광역시",781,"경암중학교",478,472,6
58879,"F","",21,"기타",48,467,5
73933,"F","서울특별시",197,"세륜중학교",478,471,87
29357,"F","경상남도",1236,"창원명지여자고등학교",48,466,NA
2337,"F","경상남도",8237,"양산여자고등학교",48,465,NA
745,"M","경기도",1336,"풍덕고등학교",48,464,96
57559,"M","부산광역시",9415,"부산중앙고등학교",48,466,NA
73736,"F","서울특별시",266,"영동중학교",478,472,66
741,"F","전라남도",11929,"영산포초등학교",698,472,98
73996,"F","충청북도",1895,"충주북여자중학교",478,472,84
72792,"F","서울특별시",327,"예원학교",478,472,1
7451,"F","경기도",2843,"도래울고등학교",48,466,76
73995,"F","전라북도",866,"용북중학교",478,472,91
73993,"M","서울특별시",59,"배재고등학교",481,462,99
73992,"F","경기도",75,"성남여자고등학교",481,464,79
73991,"F","광주광역시",13,"광주경신중학교",479,471,95
7846,"F","경기도",3236,"만정중학교",478,472,48
73984,"F","경기도",8153,"설봉중학교",479,472,88
69918,"M","강원도",276,"강릉문성고등학교",48,464,75
2457,"F","전라북도",1138,"전주여자고등학교",481,462,NA
72881,"F","서울특별시",1429,"풍성중학교",478,472,68
73953,"M","부산광역시",1332,"금정고등학교",481,465,5
73973,"F","경기도",11926,"고강초등학교",7,472,85
6788,"F","",21,"기타",478,473,3
63365,"F","경상남도",76,"김해율하고등학교",48,463,NA
7376,"F","서울특별시",817,"서울관광고등학교",48,466,5
32966,"M","울산광역시",7264,"문수고등학교",48,466,NA
73976,"F","서울특별시",7523,"광남고등학교",48,465,63
16382,"F","전라남도",576,"부영여자고등학교",48,462,NA
73898,"F","경기도",99,"수일고등학교",48,465,55
73961,"F","광주광역시",1343,"첨단고등학교",48,465,32
73967,"F","인천광역시",7849,"학익여자고등학교",477,471,NA
73963,"M","충청남도",1992,"연무대기계공업고등학교(마이스터고)",48,466,76
12491,"M","",21,"기타",48,462,NA
73939,"F","경상북도",811,"구미고등학교",481,467,38
49417,"M","인천광역시",8171,"계산중학교",478,471,92
73955,"M","대구광역시",279,"달성고등학교",481,466,6
73946,"M","경기도",7883,"가운고등학교",481,466,49
7395,"F","",21,"기타",479,471,1
73916,"F","경기도",8683,"한광여자고등학교",481,466,NA
73945,"F","세종특별자치시",2569,"세종여자고등학교",48,465,7
73625,"F","경기도",7522,"이천양정여자중학교",478,472,75
6818,"F","서울특별시",36,"일신여자중학교",479,472,78
73143,"M","서울특별시",9551,"성수고등학교",48,465,51
73948,"F","서울특별시",1224,"창동고등학교",481,465,NA
7276,"F","인천광역시",597,"부원여자중학교",478,472,75
73937,"F","부산광역시",1654,"알로이시오전자기계고등학교",481,466,6
73931,"M","경기도",1399,"향남고등학교",481,466,38
53199,"F","경기도",9169,"송호고등학교",48,465,71
68298,"M","경기도",1469,"응곡중학교",478,472,89
71894,"F","경기도",9455,"이매중학교",477,472,95
7398,"F","경기도",8854,"부곡중앙중학교",478,472,94
7396,"M","서울특별시",1373,"한영고등학교",482,468,2
73797,"M","경기도",768,"산본고등학교",48,466,47
73926,"M","울산광역시",2667,"언양고등학교",48,463,85
72954,"F","경상남도",34,"반송여자중학교",478,472,65
72532,"F","경상남도",6214,"진주교육대학교부설초등학교",7,472,98
7383,"F","경상북도",9388,"군위중학교",478,472,NA
73893,"F","경기도",782,"교하중학교",479,472,8
3659,"F","경상남도",341,"석동중학교",478,472,NA
64882,"F","경상북도",2155,"선덕여자고등학교",48,464,NA
73883,"M","전라남도",11917,"순천왕운초등학교",699,472,64
7389,"M","부산광역시",1395,"사상고등학교",481,465,56
73856,"M","대전광역시",95,"대전버드내중학교",478,472,83
73874,"M","충청남도",1126,"홍산중학교",478,472,NA
73867,"F","대전광역시",327,"대전구봉고등학교",48,465,NA
73878,"F","서울특별시",9453,"온곡중학교",478,472,62
73844,"F","충청남도",7992,"당진중학교",477,472,61
61311,"M","",21,"기타",48,464,75
66227,"M","",21,"기타",482,463,1
73839,"F","서울특별시",13,"배화여자중학교",478,473,NA
73866,"F","제주특별자치도",3213,"제주서중학교",478,472,76
72217,"M","경기도",8583,"부천고등학교",48,466,5
69316,"F","인천광역시",9438,"부개고등학교",481,463,75
73854,"F","경기도",982,"덕이고등학교",48,465,53
7385,"M","충청남도",257,"장평중학교",478,472,55
53442,"M","서울특별시",9987,"청원중학교",478,472,9
72889,"F","경기도",151,"장자중학교",478,472,9
73784,"F","경기도",161,"인덕원고등학교",481,464,87
73846,"F","충청북도",1952,"괴산북중학교",478,473,NA
6131,"F","경기도",1492,"잠원중학교",478,472,99
73836,"M","대전광역시",7231,"충남고등학교",48,463,85
7382,"F","부산광역시",1351,"학산여자고등학교",481,465,57
73819,"M","경상남도",746,"세종고등학교",48,466,65
7383,"F","경기도",143,"의왕고등학교",481,464,76
73792,"F","대전광역시",336,"대전성모여자고등학교",48,466,6
73813,"F","경상남도",878,"양산남부고등학교",481,464,NA
73538,"F","",21,"기타",484,47,NA
7389,"M","",21,"기타",484,47,NA
73799,"F","경상북도",81,"경주여자고등학교",48,463,8
73623,"F","서울특별시",1278,"청원여자고등학교",48,466,NA
72314,"F","서울특별시",116,"문정중학교",477,471,96
7386,"F","경상남도",8586,"석봉초등학교",7,472,1
73241,"F","경기도",852,"안곡고등학교",482,468,3
73296,"F","부산광역시",7724,"가야여자중학교",477,472,85
73763,"F","경기도",146,"의정부여자고등학교",48,465,68
7379,"F","부산광역시",7421,"부곡중학교",478,473,16
7328,"F","부산광역시",1298,"부산여자상업고등학교",48,465,67
73783,"F","경기도",965,"민락중학교",479,473,6
72698,"F","경기도",3436,"초월중학교",478,472,1
73785,"F","전라남도",576,"부영여자고등학교",48,47,NA
73124,"M","",21,"기타",48,47,NA
73552,"F","전라북도",139,"원광정보예술고등학교",481,469,NA
73776,"M","경기도",8892,"신한고등학교",48,466,43
73775,"F","부산광역시",8483,"남성여자고등학교",48,463,98
7567,"F","서울특별시",74,"대원국제중학교",477,472,97
73773,"F","서울특별시",1286,"수락중학교",478,473,58
68747,"F","강원도",2,"강릉여자고등학교",481,464,82
73754,"F","경기도",7813,"저동고등학교",48,465,56
73281,"M","강원도",9448,"후평중학교",479,473,71
73767,"F","대구광역시",79,"경일여자고등학교",48,463,NA
72856,"F","인천광역시",677,"청천중학교",478,472,1
73764,"M","서울특별시",116,"문정중학교",478,473,59
215,"M","전라북도",7668,"전주고등학교",48,463,NA
19821,"F","울산광역시",16,"울산여자고등학교",481,466,NA
73746,"F","경상남도",1925,"창선중학교",477,471,NA
57782,"F","서울특별시",817,"서울관광고등학교",48,466,5
73734,"F","충청남도",974,"온양여자고등학교",48,466,5
73753,"F","대구광역시",9188,"대서중학교",478,472,81
7337,"F","경상남도",367,"양덕여자중학교",478,472,56
71133,"F","경상남도",11512,"수월초등학교",698,471,1
73742,"M","대전광역시",7177,"명석고등학교",481,465,63
73744,"M","경기도",988,"용인고등학교",481,465,45
7375,"M","울산광역시",8259,"옥현중학교",478,471,1
73747,"F","울산광역시",942,"유곡중학교",478,471,96
6226,"F","충청남도",11285,"추부중학교",478,472,59
34119,"F","전라남도",142,"광양여자고등학교",48,465,NA
72686,"F","전라남도",1589,"담양고등학교",48,465,55
73733,"M","충청북도",8786,"영신중학교",478,472,1
73578,"F","서울특별시",9736,"성일중학교",478,473,5
73741,"F","전라남도",11911,"예당초등학교",699,471,96
72466,"F","대전광역시",398,"동방고등학교",481,465,17
73731,"F","서울특별시",32,"전일중학교",477,472,6
68313,"F","경기도",845,"부인중학교",477,472,97
12596,"F","경상남도",7776,"통영여자고등학교",481,466,NA
42997,"F","경상남도",39,"웅동중학교",478,472,6
73726,"F","대전광역시",1138,"대전매봉중학교",478,472,88
53696,"M","전라남도",8338,"무안북중학교",479,472,77
73728,"F","경상북도",1199,"장산초등학교",699,472,95
73653,"M","경기도",862,"안산동산고등학교",48,466,78
7371,"F","경상북도",557,"옥곡초등학교",699,472,9
55189,"F","",21,"기타",481,464,72
24639,"F","서울특별시",1414,"창덕여자중학교",477,471,NA
73725,"F","서울특별시",684,"석관고등학교",481,467,88
73594,"F","서울특별시",694,"선정고등학교",481,465,75
6477,"M","",21,"기타",481,464,NA
7372,"M","경기도",118,"군자중학교",477,471,NA
73719,"M","경기도",641,"상원고등학교",48,464,85
6193,"F","",21,"기타",484,466,35
6963,"M","",21,"기타",477,471,NA
73246,"F","경기도",1535,"철산중학교",477,471,9
7379,"M","인천광역시",1345,"연수고등학교",481,463,2
7378,"F","서울특별시",115,"정신여자고등학교",48,463,86
73695,"F","경기도",872,"남양고등학교",48,464,1
7139,"M","서울특별시",7826,"신일고등학교",48,463,86
73342,"F","울산광역시",9737,"효정중학교",478,471,1
29527,"F","경기도",1198,"명인중학교",478,472,NA
7372,"F","울산광역시",1485,"동백초등학교",7,472,64
6958,"F","경상남도",2973,"동진여자중학교",478,473,5
72163,"F","",21,"기타",484,466,4
51112,"M","경기도",3282,"수원원일중학교",477,472,95
73698,"F","광주광역시",9838,"광주동신여자고등학교",481,465,64
73697,"F","경상남도",3119,"진주봉원중학교",477,473,6
73264,"M","전라남도",4674,"목포석현초등학교",7,471,92
73692,"M","경기도",8266,"송현고등학교",48,468,2
7325,"F","경기도",1325,"손곡중학교",478,472,9
7254,"F","세종특별자치시",347,"종촌중학교",477,472,NA
5371,"F","서울특별시",9416,"염광중학교",477,472,9
5579,"F","경기도",3345,"동광중학교",477,471,1
7368,"F","경기도",15,"이매고등학교",48,463,96
53579,"F","강원도",942,"홍천여자고등학교",481,465,NA
73672,"F","경기도",8413,"용천중학교",479,471,NA
73671,"M","서울특별시",111,"목일중학교",478,471,94
55486,"F","충청남도",865,"배방고등학교",48,468,NA
73154,"F","부산광역시",498,"신정중학교",479,473,44
73667,"F","부산광역시",792,"부산대학교사범대학부설고등학교",48,465,63
72332,"F","대전광역시",331,"대전둔산여자고등학교",48,466,98
73618,"F","서울특별시",7838,"강남중학교",477,471,NA
73651,"F","경상북도",1524,"인동고등학교",48,466,88
73642,"F","전라북도",999,"군산금강중학교",478,472,5
73644,"M","서울특별시",847,"한영중학교",478,471,9
7364,"M","경기도",988,"용인고등학교",481,463,72
68343,"F","서울특별시",13,"배화여자중학교",478,473,5
66498,"M","서울특별시",1148,"마포고등학교",48,464,83
73635,"F","경기도",1164,"덕정중학교",478,472,68
73636,"F","대구광역시",1195,"대구매천초등학교",7,472,86
73634,"M","서울특별시",76,"동성고등학교",48,464,84
61466,"F","충청남도",7382,"한내여자중학교",478,472,86
73633,"M","경상북도",9788,"포항고등학교",481,466,5
73356,"M","경기도",9752,"신성고등학교",481,462,1
73615,"F","전라북도",4349,"이리송학초등학교",699,472,92
73627,"F","경기도",272,"가온고등학교",481,462,94
72864,"F","대구광역시",835,"불로중학교",479,472,95
73622,"F","부산광역시",8878,"해운대여자중학교",478,473,45
7181,"F","광주광역시",7259,"보문고등학교",481,466,NA
73621,"M","대구광역시",1264,"청구고등학교",481,466,46
67224,"F","충청남도",11371,"남성중학교",478,472,32
73592,"F","",21,"기타",478,472,7
73389,"M","대전광역시",1775,"대전전민중학교",478,473,68
7369,"F","경상북도",9983,"오천중학교",478,472,96
7365,"M","전라북도",638,"상산고등학교",481,462,1
73576,"F","부산광역시",986,"부산진여자중학교",478,472,89
7362,"M","경기도",9269,"포승중학교",477,473,78
65369,"F","",21,"기타",48,464,66
73518,"F","부산광역시",689,"모덕초등학교",699,472,88
73587,"F","서울특별시",1278,"청원여자고등학교",48,466,NA
3653,"F","경기도",9,"계남고등학교",481,465,NA
27884,"M","강원도",1554,"화천고등학교",48,465,NA
71372,"F","경기도",86,"안산강서고등학교",481,465,5
6881,"F","울산광역시",8466,"천상중학교",477,473,55
67466,"F","전라북도",188,"군산중앙여자고등학교",481,465,6
73571,"F","전라북도",44,"전주송북초등학교",699,471,95
68962,"M","부산광역시",1899,"부산정보고등학교",48,463,1
73572,"F","경기도",1728,"가람초등학교",7,472,1
6241,"F","경기도",9714,"야탑고등학교",48,468,NA
6764,"M","서울특별시",9446,"화곡고등학교",48,465,68
69899,"F","충청북도",7391,"구룡초등학교",7,472,95
73567,"F","경기도",1635,"고양중학교",478,473,49
73563,"M","서울특별시",724,"신양중학교",477,472,85
72995,"F","부산광역시",11853,"사동초등학교",7,472,82
48464,"F","",21,"기타",48,463,NA
73558,"M","부산광역시",837,"신정고등학교",48,464,71
73535,"F","서울특별시",1278,"청원여자고등학교",48,466,NA
73551,"M","",21,"기타",484,464,7
7347,"M","전라북도",2267,"전주솔빛중학교",478,472,89
73555,"M","경상북도",112,"월성중학교",477,472,45
72345,"F","경기도",2174,"양곡고등학교",48,465,68
73541,"F","전라북도",1133,"전주근영여자고등학교",48,464,NA
7375,"F","서울특별시",11862,"서울효제초등학교",698,473,85
71939,"F","서울특별시",76,"경인고등학교",48,463,69
66738,"M","",21,"기타",484,465,1
6271,"F","경기도",1435,"오마중학교",477,472,95
73213,"F","경상북도",7914,"포항송곡초등학교",699,471,9
7915,"F","전라남도",11662,"순천비봉초등학교",699,472,74
73526,"F","서울특별시",9599,"봉화중학교",478,473,56
35143,"F","경기도",1137,"논곡중학교",477,472,NA
679,"F","경기도",83,"서원중학교",479,472,74
73532,"F","인천광역시",932,"인천발산초등학교",7,471,85
53265,"M","",21,"기타",477,472,9
7263,"F","광주광역시",955,"양산중학교",478,471,96
73523,"F","서울특별시",1649,"대진디자인고등학교",481,463,NA
73522,"F","대구광역시",827,"동평중학교",479,472,NA
73282,"M","충청남도",222,"엄사중학교",479,472,7
71955,"F","인천광역시",646,"원당중학교",478,471,98
7351,"F","",21,"기타",477,471,NA
71855,"M","",21,"기타",484,47,NA
73488,"M","경상남도",18,"양산고등학교",481,465,56
73483,"F","경기도",147,"가림중학교",477,473,5
73482,"F","경상남도",13,"고성중앙고등학교",48,462,95
71225,"F","경기도",116,"청명고등학교",48,463,96
73473,"M","부산광역시",8163,"부산고등학교",481,465,4
7348,"F","전라남도",2573,"해남중학교",479,471,1
729,"F","서울특별시",728,"신암중학교",479,472,92
73448,"F","",21,"기타",484,465,8
73437,"F","전라북도",248,"남원여자고등학교",48,466,6
73457,"F","경상남도",2913,"거창여자중학교",478,472,54
73469,"F","충청남도",11888,"천안쌍용초등학교",7,473,8
73468,"F","경기도",1246,"부천동여자중학교",478,473,47
7346,"F","대구광역시",85,"성지중학교",477,472,8
63799,"M","충청남도",759,"논산공업고등학교",48,466,5
36357,"F","인천광역시",174,"인천여자상업고등학교",481,466,NA
73453,"F","서울특별시",81,"진선여자고등학교",481,462,95
73443,"M","경상남도",11887,"수산초등학교",7,473,65
73449,"F","경기도",7971,"문산선유중학교",479,472,96
72956,"M","전라남도",159,"여수충무고등학교",481,465,58
73434,"F","서울특별시",8691,"대원여자고등학교",48,466,9
38896,"F","충청북도",18,"대성여자중학교",478,472,NA
56148,"M","서울특별시",11342,"서울중앙고등학교",48,466,65
73438,"M","전라북도",993,"이리남중학교",477,471,1
6798,"F","부산광역시",792,"부산대학교사범대학부설고등학교",48,465,NA
71116,"M","경기도",147,"곡반중학교",478,471,95
73333,"F","경기도",1412,"여강중학교",478,472,1
5949,"M","서울특별시",9139,"강북중학교",479,472,NA
73429,"F","경기도",272,"가온고등학교",482,465,87
7316,"M","전라남도",244,"삼호중학교",478,471,95
26766,"F","경기도",8595,"저현고등학교",481,467,NA
71738,"F","경기도",11744,"안룡초등학교",7,473,9
7341,"F","서울특별시",167,"서울대부설여자중학교",479,472,76
14991,"F","서울특별시",445,"서울을지초등학교",477,472,NA
7346,"M","인천광역시",8339,"대인고등학교",48,464,75
69726,"F","서울특별시",11544,"서울신묵초등학교",698,471,85
7339,"F","부산광역시",385,"개림중학교",479,473,55
73393,"F","경상북도",911,"형곡고등학교",48,466,NA
63255,"F","부산광역시",27,"다대고등학교",48,465,64
73377,"F","전라북도",2286,"전주효문여자중학교",478,473,4
73371,"F","경상북도",11881,"김천신일초등학교",699,473,85
738,"F","인천광역시",162,"인천용현초등학교",699,472,77
7337,"M","",21,"기타",478,472,72
68184,"F","경기도",2744,"평택안일초등학교",7,473,16
72994,"M","대전광역시",11852,"대전용산초등학교",7,472,98
7244,"F","인천광역시",7518,"작전여자고등학교",481,465,6
73359,"F","전라남도",2334,"고흥여자중학교",478,472,NA
7335,"F","경기도",859,"시흥매화고등학교",48,469,11
57385,"F","부산광역시",1145,"사하중학교",478,472,66
73354,"F","전라북도",2266,"전주성심여자중학교",478,472,83
73343,"M","경상북도",2825,"인동중학교",477,471,87
73347,"F","인천광역시",7968,"인천세원고등학교",48,464,9
73346,"M","경기도",8787,"성남서중학교",478,472,85
73186,"F","부산광역시",52,"이사벨중학교",478,471,95
73294,"F","경기도",859,"일산대진고등학교",481,464,5
7271,"F","대전광역시",763,"충남여자중학교",479,473,61
69774,"F","전라북도",1726,"장수고등학교",481,468,4
51696,"F","서울특별시",991,"용화여자고등학교",48,463,8
68766,"M","경기도",9217,"장호원중학교",479,473,9
73297,"M","대구광역시",8668,"복현중학교",477,472,55
73271,"M","울산광역시",8352,"울산공업고등학교",48,464,9
73332,"F","서울특별시",7441,"원묵중학교",477,472,1
3827,"F","대전광역시",883,"대전변동중학교",477,471,NA
73319,"F","대구광역시",933,"소선여자중학교",477,473,2
71485,"F","경기도",113,"구운중학교",479,472,6
73198,"F","강원도",147,"원주삼육고등학교",48,464,6
73316,"F","경기도",8626,"안산부곡초등학교",7,472,1
67471,"F","부산광역시",7724,"가야여자중학교",478,473,96
66428,"M","경기도",167,"화정중학교",478,472,6
7283,"F","광주광역시",955,"양산중학교",479,472,59
7338,"F","대구광역시",11575,"대구현풍초등학교",7,472,78
732,"F","서울특별시",7432,"서울인헌초등학교",699,472,68
71128,"F","경기도",81,"금정중학교",477,472,96
7334,"F","서울특별시",634,"상명대학교사범대학부속여자고등학교",48,468,NA
7331,"F","대전광역시",8652,"유성중학교",478,471,9
72683,"F","경기도",815,"시흥고등학교",48,465,72
7346,"F","서울특별시",1998,"화곡보건경영고등학교",48,466,65
73283,"F","경기도",9426,"문산북중학교",478,473,NA
69141,"F","부산광역시",8333,"재송여자중학교",477,472,5
7187,"F","경상북도",9666,"한일여자고등학교",48,47,42
73286,"F","대전광역시",11377,"대전매봉초등학교",7,472,95
7383,"F","경기도",993,"송우고등학교",48,465,81
73273,"F","경기도",148,"푸른솔중학교",478,473,18
69564,"M","경상남도",11343,"아림고등학교",481,465,7
7182,"F","서울특별시",7461,"진명여자고등학교",481,466,5
73262,"M","인천광역시",633,"신흥중학교",478,472,87
64419,"F","충청남도",287,"천안월봉중학교",477,472,76
7325,"F","인천광역시",636,"연성중학교",478,472,57
73238,"M","대구광역시",747,"대구도원초등학교",7,472,89
6181,"F","인천광역시",68,"북인천여자중학교",478,473,7
7353,"F","부산광역시",142,"부산관광고등학교",481,47,NA
72734,"F","경기도",252,"운암초등학교",7,472,1
73243,"F","광주광역시",953,"풍영초등학교",699,472,95
69386,"F","부산광역시",499,"안락중학교",477,472,73
7324,"F","경기도",9588,"김포신곡초등학교",7,472,1
6885,"F","충청남도",28,"천안성성중학교",477,473,2
72725,"M","경상남도",11678,"삼방초등학교",699,472,62
7398,"F","서울특별시",11864,"서울삼양초등학교",7,471,95
72829,"F","경기도",9823,"충의중학교",478,472,65
73227,"M","서울특별시",11871,"서울무학초등학교",7,471,1
73223,"F","대전광역시",11869,"대전법동초등학교",699,472,92
71795,"F","경기도",1517,"중산중학교",477,473,52
73222,"F","대구광역시",1155,"대구불로초등학교",7,471,1
73212,"F","경기도",1553,"태장중학교",48,467,23
73211,"M","",21,"기타",699,473,1
3842,"F","경기도",9893,"세교고등학교",482,466,NA
73195,"F","울산광역시",831,"신선여자고등학교",484,464,7
7322,"F","",21,"기타",479,472,92
73196,"F","서울특별시",1414,"혜원여자고등학교",481,468,3
73191,"F","전라남도",8369,"여수웅천중학교",477,472,63
68994,"M","경기도",988,"용인고등학교",481,463,7
7316,"F","충청북도",941,"음성고등학교",48,466,63
65799,"F","경기도",9725,"분당중학교",477,472,56
5889,"M","서울특별시",963,"오산고등학교",484,462,1
51129,"M","전라북도",9944,"배영고등학교",481,464,81
521,"F","경상남도",8592,"김해경원고등학교",48,465,63
66984,"F","충청남도",296,"태안여자중학교",479,471,NA
61136,"F","부산광역시",771,"예문여자고등학교",48,462,87
73135,"F","경기도",515,"백석고등학교",481,465,NA
71924,"F","경상남도",15,"진주중앙고등학교",48,465,11
7313,"M","대전광역시",8675,"대전용산고등학교",48,466,25
72693,"F","인천광역시",11817,"인천경명초등학교",7,473,55
73129,"F","부산광역시",516,"용호중학교",477,472,92
49762,"M","경기도",153,"저동중학교",478,472,79
73116,"M","서울특별시",1794,"배재중학교",479,471,8
7158,"M","경기도",1189,"동국대학교사범대학부속영석고등학교",48,47,NA
