"student_user_No","성별","지역","학교넘버","학교","학년","등급","수학점수"
6999,"M","대전광역시",11567,"보문중학교",477,471,96
77588,"F","경기도",1244,"부일중학교",479,472,8
6167,"F","경상북도",266,"경산여자중학교",479,472,96
77586,"F","경상남도",8237,"양산여자고등학교",48,464,87
77584,"F","경기도",243,"명인초등학교",699,471,1
631,"F","서울특별시",364,"한울중학교",479,472,9
35474,"F","광주광역시",984,"금구중학교",478,473,NA
48555,"F","부산광역시",63,"사직여자고등학교",48,466,7
77397,"M","서울특별시",9598,"연북중학교",479,473,33
7272,"F","서울특별시",159,"이화여자고등학교",48,465,58
76178,"F","서울특별시",193,"성암여자중학교",479,471,99
77562,"M","광주광역시",8741,"대자중학교",479,472,97
77573,"F","경기도",1396,"야탑중학교",477,473,38
77114,"F","경기도",1417,"연무중학교",478,473,58
41741,"F","경기도",173,"구리여자고등학교",48,467,NA
7367,"F","대구광역시",838,"상원중학교",479,472,82
77566,"F","",21,"기타",477,473,NA
57434,"M","서울특별시",9256,"서라벌고등학교",481,464,78
7756,"M","경기도",1549,"탄벌중학교",479,472,8
56335,"F","대구광역시",846,"성당중학교",478,472,97
77553,"F","경기도",3275,"덕이중학교",477,473,9
77545,"F","전라북도",4381,"전주대정초등학교",698,473,95
44689,"M","경기도",1194,"수원외국어고등학교",48,463,8
77546,"F","전라남도",2334,"고흥여자중학교",477,472,94
77544,"M","인천광역시",11113,"강서중학교",478,471,NA
77542,"M","경상남도",291,"거제중앙중학교",478,471,NA
75159,"M","강원도",921,"원주대성중학교",479,471,1
66223,"F","전라북도",142,"호남제일고등학교",481,464,53
77369,"F","",21,"기타",479,471,1
7753,"F","",21,"기타",481,466,6
77531,"F","경기도",127,"문산중학교",478,472,65
66642,"M","서울특별시",1539,"대일외국어고등학교",481,465,7
73657,"F","",21,"기타",484,462,NA
77529,"F","",21,"기타",484,463,9
899,"F","",21,"기타",484,467,NA
69743,"F","경상북도",8993,"선덕여자중학교",478,471,82
66311,"F","서울특별시",7461,"진명여자고등학교",48,466,33
743,"F","전라북도",7567,"익산어양초등학교",7,471,1
77518,"F","대구광역시",8243,"대구동부고등학교",48,467,69
77517,"F","대구광역시",8981,"원화여자고등학교",48,463,92
77515,"F","대구광역시",8243,"대구동부고등학교",481,465,6
7757,"M","대구광역시",1442,"화원고등학교",481,466,48
5659,"F","대전광역시",653,"서대전여자고등학교",48,464,91
38284,"F","서울특별시",9798,"명덕여자고등학교",48,469,NA
77498,"F","",21,"기타",484,463,9
76777,"F","경상북도",266,"경산여자중학교",479,471,98
75566,"F","경기도",1263,"산남중학교",479,472,87
7752,"F","경기도",989,"남양중학교",478,473,NA
67813,"F","광주광역시",985,"영천중학교",479,472,53
18884,"F","경기도",815,"시흥고등학교",481,467,NA
7749,"F","대구광역시",8243,"대구동부고등학교",48,464,75
7751,"M","",21,"기타",484,463,NA
57181,"M","경상남도",117,"마산중앙고등학교",48,463,81
77489,"F","충청북도",866,"대소금왕고등학교",481,465,6
1318,"F","대구광역시",79,"경일여자고등학교",481,463,NA
77487,"M","인천광역시",11113,"강서중학교",478,471,NA
6998,"F","서울특별시",159,"이화여자고등학교",481,465,58
28523,"F","서울특별시",54,"방산고등학교",481,463,NA
75567,"F","대구광역시",7583,"동본리중학교",478,473,68
6927,"F","서울특별시",141,"현대고등학교",48,464,78
77446,"M","충청남도",1253,"천안중앙고등학교",481,463,88
15195,"F","",21,"기타",479,472,NA
77479,"M","인천광역시",11113,"강서중학교",478,471,NA
77459,"F","서울특별시",18,"선일여자중학교",7,471,1
72445,"M","경기도",167,"효자중학교",479,471,99
77465,"F","제주특별자치도",1234,"제주중앙고등학교",48,466,77
7271,"M","",21,"기타",481,464,79
25835,"F","대구광역시",735,"성화여자고등학교",48,465,NA
77463,"F","광주광역시",132,"전남중학교",479,471,98
77464,"M","서울특별시",365,"한천중학교",478,471,98
77447,"F","경상북도",2852,"진평중학교",479,472,95
77467,"F","충청북도",1162,"청주대성초등학교",7,471,8
7744,"F","광주광역시",986,"금호중학교",477,471,1
7219,"M","부산광역시",11766,"구서초등학교",698,472,95
77451,"M","울산광역시",8259,"옥현중학교",477,473,NA
7744,"F","인천광역시",768,"인천고잔고등학교",481,464,87
66343,"F","충청남도",699,"설화고등학교",481,464,87
54823,"F","충청남도",3268,"설화중학교",479,472,1
77433,"F","경상남도",291,"거제중앙중학교",479,471,NA
5596,"M","서울특별시",3443,"가재울중학교",479,471,97
66824,"F","",21,"기타",479,471,1
76676,"M","부산광역시",12113,"화명초등학교",699,472,85
19143,"F","대전광역시",653,"서대전여자고등학교",48,466,NA
22396,"M","부산광역시",7521,"해운대고등학교",484,463,NA
77418,"F","강원도",12159,"와수초등학교",699,472,85
77427,"F","부산광역시",775,"개성고등학교",481,462,95
67448,"F","인천광역시",633,"신흥중학교",479,472,65
67992,"F","충청북도",11397,"주덕초등학교",699,473,5
77424,"F","경상남도",11981,"남양초등학교",7,472,75
77291,"F","경기도",2432,"어람초등학교",7,473,39
69681,"F","울산광역시",1571,"학성초등학교",7,472,78
77419,"F","광주광역시",8614,"천곡중학교",478,471,1
75212,"F","경기도",1455,"원곡중학교",478,472,1
7749,"F","부산광역시",593,"개원초등학교",699,472,1
73998,"F","경상남도",3125,"진해여자중학교",477,473,54
7747,"F","경상북도",11885,"포항 장원초등학교",7,473,34
496,"F","서울특별시",1154,"정의여자고등학교",48,463,92
67719,"M","",21,"기타",484,462,1
7743,"M","부산광역시",47,"남일중학교",478,473,53
774,"F","경기도",1121,"계원예술고등학교",48,465,89
63855,"F","경상남도",2919,"경해여자중학교",479,472,NA
74425,"F","서울특별시",227,"신상중학교",478,471,95
77353,"F","",21,"기타",484,464,8
59513,"F","전라북도",1124,"전주근영중학교",479,472,1
2275,"F","서울특별시",7619,"영동일고등학교",48,464,NA
7721,"M","서울특별시",982,"원묵고등학교",481,464,8
74445,"M","대구광역시",771,"강동중학교",477,472,8
77385,"F","",21,"기타",48,464,NA
76596,"F","경기도",8161,"군포화산초등학교",698,472,6
13151,"F","서울특별시",517,"백암고등학교",481,464,NA
52947,"F","경상북도",2672,"동지여자중학교",479,471,99
7621,"F","경기도",11627,"심석초등학교",7,472,85
77372,"F","서울특별시",9943,"홍은중학교",477,472,81
7549,"F","경기도",3439,"어정중학교",478,472,43
7737,"F","울산광역시",867,"방어진고등학교",481,464,83
77363,"M","충청북도",91,"대성중학교",477,472,6
63383,"F","경기도",82,"신길고등학교",481,465,NA
76544,"F","경기도",181,"성포중학교",477,473,25
76664,"F","",21,"기타",478,472,99
77362,"F","인천광역시",686,"석정여자고등학교",48,464,NA
75132,"F","경기도",9358,"신천고등학교",48,467,46
5349,"F","서울특별시",7225,"창문여자고등학교",481,464,68
7736,"F","경상북도",11284,"별빛중학교",479,472,93
77152,"F","인천광역시",8648,"인천안산초등학교",7,471,95
77359,"F","서울특별시",7838,"강남중학교",479,471,NA
55242,"F","대구광역시",8388,"상서중학교",479,472,NA
77358,"M","대전광역시",756,"남대전고등학교",48,462,8
77357,"M","세종특별자치시",12155,"금호중학교",478,473,5
43968,"F","경기도",62,"양주고등학교",48,463,68
72841,"F","서울특별시",7164,"구일고등학교",481,465,6
77356,"F","부산광역시",1271,"대연정보고등학교",481,466,NA
73865,"F","서울특별시",8455,"서울서정초등학교",698,473,9
7294,"F","서울특별시",11842,"서울송원초등학교",7,472,9
77354,"F","",21,"기타",484,47,NA
75453,"F","전라북도",2234,"이리남성여자중학교",479,472,8
7735,"M","",21,"기타",477,473,NA
77349,"F","인천광역시",8267,"함박중학교",478,472,68
77348,"M","서울특별시",7838,"강남중학교",479,473,NA
77345,"F","서울특별시",7838,"강남중학교",479,473,NA
77344,"F","경상북도",741,"세명고등학교",48,466,33
77342,"F","",21,"기타",484,466,NA
4733,"M","광주광역시",132,"전남중학교",48,465,NA
4562,"F","경기도",9813,"화홍고등학교",48,463,81
493,"M","서울특별시",1359,"상문고등학교",481,462,1
72467,"F","인천광역시",97,"옥련여자고등학교",48,465,34
77334,"F","서울특별시",116,"문정중학교",479,472,92
77332,"F","서울특별시",889,"불암중학교",477,473,17
6199,"M","",21,"기타",48,465,7
37996,"F","광주광역시",119,"장덕고등학교",481,465,NA
559,"F","경기도",2587,"비전고등학교",481,463,2
67555,"F","서울특별시",54,"방산고등학교",48,464,5
75396,"F","충청북도",8659,"일신여자고등학교",481,466,42
77317,"M","경기도",1147,"정명고등학교",481,47,95
7732,"F","",21,"기타",481,47,NA
35934,"F","경기도",186,"구성고등학교",48,465,NA
5655,"M","경기도",313,"대신고등학교",48,464,57
77322,"F","",21,"기타",484,469,NA
77319,"F","경기도",1112,"장안고등학교",48,464,83
77318,"F","강원도",8126,"묵호고등학교",481,463,78
75316,"M","충청남도",1236,"삽교고등학교",481,465,25
51454,"M","경기도",888,"양지고등학교",48,466,NA
7738,"F","",21,"기타",484,47,2
77199,"F","울산광역시",188,"울산동천고등학교",481,466,45
52199,"F","대구광역시",863,"대구혜화여자고등학교",48,465,5
51832,"M","서울특별시",1273,"고려대학교사범대학부속고등학교",481,464,7
77295,"F","충청북도",131,"충주예성여자고등학교",48,462,NA
7733,"F","대구광역시",8243,"대구동부고등학교",481,464,8
77293,"M","",21,"기타",484,465,NA
77298,"F","인천광역시",828,"신명여자고등학교",48,465,5
77297,"F","경기도",1279,"선유중학교",477,473,95
7753,"M","대구광역시",319,"대원고등학교",48,462,NA
63163,"M","인천광역시",8339,"대인고등학교",481,465,5
77288,"F","울산광역시",7747,"학성여자중학교",478,471,87
58775,"M","대구광역시",319,"대원고등학교",48,466,59
77268,"M","",21,"기타",484,464,5
7728,"F","울산광역시",164,"구영중학교",477,473,54
77276,"F","경기도",99,"용호고등학교",481,467,3
64724,"F","서울특별시",28,"숙명여자중학교",477,471,96
77271,"M","충청북도",166,"괴산고등학교",481,464,5
67774,"F","전라남도",1842,"남악중학교",479,471,NA
77189,"M","서울특별시",7852,"태릉고등학교",48,466,28
77262,"M","서울특별시",12,"보성고등학교",481,464,75
618,"F","경상남도",388,"용원중학교",477,471,99
77236,"F","경기도",787,"용인신촌중학교",478,473,5
77258,"F","대구광역시",713,"성서고등학교",48,464,7
77251,"F","경기도",8397,"홍천중학교",478,472,94
76486,"F","경기도",8858,"고양예술고등학교",481,465,65
77256,"M","서울특별시",7838,"강남중학교",479,472,NA
77247,"M","서울특별시",1463,"휘문고등학교",481,462,88
77252,"M","경상남도",1413,"마산용마고등학교",481,463,NA
77246,"M","대구광역시",319,"대원고등학교",48,466,46
72376,"M","경기도",59,"분당대진고등학교",48,462,96
77237,"F","경기도",58,"부천여자고등학교",482,465,8
57476,"F","경상북도",8571,"근화여자고등학교",48,462,NA
24878,"F","경기도",539,"보평고등학교",48,464,NA
57832,"M","",21,"기타",481,466,51
77229,"M","서울특별시",11342,"서울중앙고등학교",481,463,1
77221,"F","서울특별시",4,"서울오류남초등학교",7,472,95
77226,"F","경상북도",11624,"삼성현초등학교",699,472,78
779,"M","서울특별시",963,"오산고등학교",48,465,68
39983,"F","부산광역시",194,"금곡고등학교",48,47,NA
68489,"F","서울특별시",7838,"강남중학교",478,473,3
77191,"F","경기도",2587,"비전고등학교",48,466,5
77219,"M","전라북도",2269,"전주신흥중학교",479,471,1
77218,"F","경기도",733,"동탄중앙고등학교",481,466,3
64934,"F","울산광역시",942,"유곡중학교",478,471,95
76754,"F","서울특별시",8521,"연서중학교",479,471,NA
56567,"M","서울특별시",7414,"창동중학교",478,471,1
72798,"F","전라북도",2231,"원광여자중학교",478,472,1
77178,"F","",21,"기타",478,472,8
74734,"F","충청남도",9673,"온양권곡초등학교",7,472,9
5361,"M","경기도",1168,"도농중학교",479,471,NA
7124,"M","서울특별시",1,"가락중학교",478,472,7
77214,"M","충청북도",7188,"청주중앙중학교",477,471,1
717,"F","",21,"기타",482,464,93
76389,"F","울산광역시",957,"화진중학교",478,471,1
7593,"F","부산광역시",453,"반안중학교",478,472,82
77183,"F","전라북도",818,"전주서일초등학교",7,472,8
77112,"M","서울특별시",639,"상암고등학교",481,466,55
7721,"F","경상북도",213,"금오여자고등학교",481,466,NA
7561,"F","경기도",1261,"비산중학교",478,473,8
77195,"M","",21,"기타",7,472,8
7692,"F","광주광역시",8723,"광주여자고등학교",48,465,5
77192,"F","충청북도",6772,"동성초등학교",7,473,1
76941,"F","경기도",1725,"가남초등학교",7,472,9
6378,"F","",21,"기타",477,472,73
77188,"F","서울특별시",1179,"서울전동초등학교",477,473,8
77181,"F","전라북도",1155,"정주고등학교",482,467,6
77185,"F","경기도",8856,"서해고등학교",482,464,NA
7717,"M","서울특별시",7892,"명덕고등학교",48,464,81
74948,"F","충청북도",11369,"한국호텔관광고등학교",479,473,6
77174,"M","대구광역시",297,"대구제일고등학교",48,464,89
77176,"F","대구광역시",863,"대구혜화여자고등학교",48,464,74
7155,"M","대전광역시",9787,"유성고등학교",48,466,86
7715,"F","서울특별시",8911,"서울영문초등학교",699,472,8
77168,"M","울산광역시",11775,"구영초등학교",7,472,89
76957,"F","경기도",11637,"반석초등학교",7,472,95
77162,"F","울산광역시",933,"울산서여자중학교",477,471,96
29118,"F","인천광역시",163,"인명여자고등학교",48,464,NA
6857,"F","경상북도",1181,"울진고등학교",481,464,7
77158,"M","경기도",153,"경기외국어고등학교",48,466,72
7758,"F","서울특별시",7838,"강남중학교",478,471,NA
324,"F","",21,"기타",481,464,NA
75161,"F","서울특별시",86,"구로중학교",479,471,1
74247,"F","광주광역시",785,"수완고등학교",481,464,62
75745,"F","강원도",798,"단구중학교",479,471,99
64828,"F","경상남도",7157,"경해여자고등학교",48,463,NA
77147,"F","서울특별시",666,"서울대학교사범대학부설고등학교",48,464,92
75592,"F","경기도",11835,"가현초등학교",7,472,5
77141,"F","부산광역시",12139,"동궁초등학교",698,472,87
77142,"F","대구광역시",1214,"대구남송초등학교",699,472,7
77138,"M","인천광역시",8517,"영종중학교",477,472,95
77143,"F","전라남도",4758,"사창초등학교",7,471,96
77137,"F","대구광역시",81,"대구일중학교",479,472,7
7714,"M","충청남도",29,"순성중학교",479,471,1
51554,"M","대구광역시",848,"성산중학교",478,472,81
77139,"F","서울특별시",722,"노원고등학교",479,472,85
77128,"F","서울특별시",8314,"서울신정초등학교",698,472,8
77111,"F","광주광역시",19,"수완중학교",478,472,74
2654,"F","대구광역시",8981,"원화여자고등학교",481,464,NA
77129,"M","경기도",1162,"덕소중학교",477,472,85
77127,"M","",21,"기타",484,462,NA
7718,"F","",21,"기타",7,472,6
62821,"F","서울특별시",9615,"서울문영여자고등학교",48,466,15
77123,"M","경상남도",6496,"가고파초등학교",699,473,95
7712,"F","서울특별시",992,"풍문여자고등학교",481,466,6
7749,"F","전라북도",2167,"백운중학교",478,472,2
74386,"F","부산광역시",1196,"온천초등학교",699,471,5
7711,"F","제주특별자치도",3,"KIS 제주캠퍼스",478,472,45
7713,"F","대구광역시",988,"대구학정초등학교",699,472,87
7796,"F","서울특별시",12135,"서울옥정초등학교",7,471,1
71635,"F","충청북도",1854,"운동중학교",479,471,1
63155,"F","울산광역시",8949,"현대중학교",478,472,82
74751,"M","경기도",147,"가림중학교",479,472,94
71549,"F","경상남도",5993,"삽량초등학교",699,472,1
76722,"F","광주광역시",9159,"광주동성여자중학교",477,472,96
52735,"F","경기도",772,"분당중앙고등학교",481,463,NA
7784,"F","충청남도",679,"서천여자고등학교",484,47,4
7781,"F","",21,"기타",484,47,3
7778,"F","대구광역시",79,"경일여자고등학교",481,465,9
7777,"F","서울특별시",12133,"서울잠실초등학교",7,471,1
74952,"F","서울특별시",8815,"상일여자중학교",479,473,6
7775,"M","대구광역시",839,"상인중학교",477,473,15
7595,"F","대구광역시",1858,"대구여자상업고등학교",48,466,NA
7768,"M","인천광역시",2273,"인천청라고등학교",484,467,56
69814,"F","",21,"기타",478,472,78
33763,"F","경기도",9714,"야탑고등학교",48,463,NA
76944,"M","경기도",12128,"봉담초등학교",7,473,6
43924,"F","",21,"기타",478,471,1
73853,"F","경상북도",152,"이서고등학교",48,465,55
7763,"F","부산광역시",436,"동주여자중학교",477,472,73
7611,"M","경기도",2215,"장호원고등학교",48,464,NA
28277,"F","세종특별자치시",1572,"도담중학교",478,472,NA
7757,"F","대구광역시",55,"경명여자고등학교",481,463,NA
7755,"F","울산광역시",1353,"학성여자고등학교",481,462,95
797,"F","",21,"기타",48,464,53
7754,"F","경기도",2129,"문산제일고등학교",48,462,NA
7752,"M","",21,"기타",48,465,52
62596,"M","서울특별시",9919,"영락고등학교",48,462,NA
775,"F","서울특별시",8645,"북악중학교",477,471,96
773,"F","경기도",9169,"송호고등학교",481,466,68
74955,"F","충청북도",1884,"청주여자중학교",479,472,78
7748,"M","경기도",1636,"경기체육중학교",479,472,NA
7747,"F","경기도",2129,"문산제일고등학교",48,462,NA
7745,"F","전라남도",938,"영암여자고등학교",48,464,61
7739,"F","전라북도",116,"원광여자고등학교",48,462,9
7743,"F","인천광역시",582,"부평여자고등학교",481,466,38
7742,"F","울산광역시",311,"대송고등학교",481,466,61
72475,"M","충청북도",9828,"청원고등학교",481,465,71
74577,"M","광주광역시",8843,"광주제일고등학교",48,465,41
65387,"M","",21,"기타",481,464,NA
7738,"F","",21,"기타",484,462,NA
7735,"F","경기도",2144,"비봉고등학교",481,462,82
76317,"F","세종특별자치시",734,"아름고등학교",48,462,99
15719,"F","경상남도",432,"마산여자고등학교",48,465,NA
35746,"F","부산광역시",35,"대명여자고등학교",48,466,NA
68179,"F","부산광역시",48,"남천중학교",478,472,62
71456,"F","서울특별시",8894,"휘봉고등학교",48,463,8
7726,"M","충청북도",7337,"충주대원고등학교",481,463,NA
772,"F","충청남도",279,"천안서여자중학교",478,473,3
7265,"F","부산광역시",822,"신도고등학교",481,462,96
54433,"F","경기도",1112,"장안고등학교",48,464,1
7718,"M","대구광역시",319,"대원고등학교",48,462,NA
7714,"M","경상남도",1413,"마산용마고등학교",481,463,NA
76468,"M","충청북도",7337,"충주대원고등학교",481,464,NA
65792,"F","경기도",2129,"문산제일고등학교",48,463,NA
777,"F","충청남도",247,"음봉중학교",478,472,8
73577,"M","부산광역시",762,"브니엘고등학교",481,464,6
6577,"F","인천광역시",8216,"삼산중학교",478,472,78
76951,"M","부산광역시",1332,"금정고등학교",48,466,53
771,"F","서울특별시",23,"금옥여자고등학교",48,464,85
77,"F","경기도",773,"장기중학교",478,473,6
76999,"F","경기도",1468,"은혜중학교",479,471,9
75235,"M","대전광역시",717,"대전법동중학교",478,472,93
7699,"M","대구광역시",9672,"대구송일초등학교",477,473,6
76991,"M","경상남도",1413,"마산용마고등학교",481,465,NA
11877,"F","충청북도",9828,"청원고등학교",48,464,NA
76993,"F","강원도",9877,"기린중학교",478,472,68
22189,"M","서울특별시",1369,"한성고등학교",48,462,NA
76995,"M","서울특별시",249,"양천중학교",478,472,1
76992,"F","",21,"기타",48,464,NA
76966,"F","",21,"기타",481,465,7
76996,"M","전라남도",1864,"고흥점암중앙중학교",479,471,NA
76615,"F","서울특별시",11342,"서울중앙고등학교",48,466,1
75335,"F","인천광역시",11792,"인천경서초등학교",699,472,75
63725,"F","대구광역시",783,"경일여자중학교",479,473,78
76972,"F","",21,"기타",481,465,8
76987,"F","서울특별시",7838,"강남중학교",478,471,NA
69451,"F","충청북도",879,"충북여자고등학교",481,465,68
76984,"M","인천광역시",8563,"용현중학교",478,472,8
38551,"F","부산광역시",7741,"선화여자중학교",477,473,NA
55721,"M","대구광역시",796,"노변중학교",478,473,NA
76421,"F","경상남도",432,"마산여자고등학교",481,463,92
76748,"M","대전광역시",9244,"대전정림중학교",477,472,99
76696,"F","대전광역시",7293,"대전문정중학교",478,473,54
76811,"F","",21,"기타",478,472,1
76977,"M","대구광역시",1264,"청구고등학교",48,464,NA
71528,"M","",21,"기타",478,472,66
6326,"F","",21,"기타",484,467,6
76965,"F","인천광역시",623,"석정중학교",478,473,38
5965,"M","서울특별시",1678,"강서공업고등학교",481,464,7
76968,"F","대구광역시",291,"대구고등학교",48,466,NA
76932,"M","",21,"기타",481,465,6
7636,"F","전라북도",2167,"백운중학교",478,472,72
56697,"M","부산광역시",38,"가람중학교",479,472,85
76955,"F","대구광역시",988,"대구학정초등학교",699,471,8
76943,"F","전라북도",116,"원광여자고등학교",48,465,7
49263,"F","충청남도",7948,"내포중학교",477,472,8
71756,"F","서울특별시",781,"광양고등학교",48,463,78
76927,"F","전라북도",116,"원광여자고등학교",48,465,78
76945,"M","인천광역시",935,"인천굴포초등학교",7,471,1
74124,"F","충청남도",24,"성환중학교",478,472,8
76934,"F","대구광역시",781,"경암중학교",479,473,3
76891,"M","서울특별시",943,"금천고등학교",481,465,3
76926,"F","경상북도",12127,"구미오산초등학교",7,472,77
76925,"F","경상남도",6769,"갈전초등학교",699,472,7
76924,"F","대구광역시",7199,"대구동중학교",478,472,95
7554,"M","충청북도",1611,"단양고등학교",48,462,9
76918,"F","울산광역시",898,"남외중학교",478,472,4
68869,"F","경기도",7529,"효천초등학교",7,472,95
7664,"F","경기도",1961,"덕동초등학교",699,472,1
31189,"F","서울특별시",16,"이화여자대학교사범대학부속이화금란고등학교",481,464,NA
76916,"M","부산광역시",12125,"청룡초등학교",7,472,8
76774,"F","대구광역시",85,"성지중학교",479,472,1
7697,"F","경기도",1376,"심석중학교",478,473,5
7696,"F","전라북도",2167,"백운중학교",478,472,75
7698,"F","경기도",41,"동원고등학교",48,463,NA
7695,"F","전라남도",4587,"남악초등학교",699,472,1
7691,"F","충청북도",12123,"남평초등학교",699,472,85
76899,"F","광주광역시",1299,"운리초등학교",7,471,1
76889,"F","경상북도",2628,"근화여자중학교",478,472,8
62474,"F","서울특별시",266,"영동중학교",477,471,NA
76885,"F","광주광역시",955,"양산중학교",478,473,NA
76881,"M","경기도",9968,"과천중학교",479,472,79
76886,"M","경기도",7647,"매향중학교",478,472,NA
72127,"F","경기도",167,"화정중학교",479,471,94
76879,"F","강원도",871,"대룡중학교",479,471,98
66459,"F","서울특별시",159,"상암중학교",477,472,71
76797,"F","전라북도",413,"군산서해초등학교",7,473,6
76878,"M","대구광역시",771,"강동중학교",478,472,75
76872,"F","강원도",124,"버들초등학교",699,473,8
6183,"F","서울특별시",9498,"염창중학교",477,472,42
51777,"F","대구광역시",783,"경일여자중학교",477,472,63
71696,"F","인천광역시",661,"인천서창중학교",478,472,87
76865,"M","",21,"기타",484,464,69
69393,"M","대구광역시",9777,"영남고등학교",48,465,65
76869,"M","경기도",146,"의정부여자고등학교",48,464,NA
74962,"F","",21,"기타",484,464,75
76863,"M","경상남도",9197,"신진초등학교",699,471,5
76861,"M","부산광역시",994,"화명고등학교",481,463,1
76859,"F","전라남도",2385,"담양수북중학교",479,473,3
7123,"F","부산광역시",7741,"선화여자중학교",478,472,86
76716,"F","전라남도",12116,"목포청호초등학교",699,472,9
6474,"F","세종특별자치시",1572,"도담중학교",478,473,3
7638,"F","울산광역시",164,"구영중학교",478,472,76
76855,"M","서울특별시",7838,"강남중학교",478,471,NA
7685,"F","대전광역시",1272,"대전전민초등학교",7,472,1
76841,"F","부산광역시",518,"유락여자중학교",477,473,2
76852,"F","경기도",962,"수청초등학교",7,472,8
76851,"M","",21,"기타",478,472,85
76845,"F","인천광역시",8724,"인주중학교",479,473,89
76733,"F","대구광역시",827,"동평중학교",477,472,84
76846,"F","대구광역시",1421,"호산고등학교",48,464,NA
2768,"F","경기도",7856,"광명고등학교",481,465,NA
5393,"F","전라남도",938,"영암여자고등학교",48,466,NA
7639,"F","강원도",1643,"남춘천여자중학교",479,471,98
7684,"F","전라남도",7317,"해남고등학교",481,464,62
75369,"M","경기도",7236,"고양관산초등학교",7,472,9
76832,"F","광주광역시",716,"장덕초등학교",699,471,8
7717,"F","부산광역시",11636,"성지초등학교",699,472,95
76823,"F","서울특별시",258,"연신중학교",479,471,99
76151,"M","서울특별시",1193,"여의도중학교",478,472,8
76385,"F","경기도",7984,"시흥은행중학교",477,471,79
24572,"F","대구광역시",786,"경덕여자고등학교",481,462,NA
65532,"M","",21,"기타",478,472,8
2524,"F","강원도",7384,"유봉여자고등학교",48,464,NA
4677,"F","경기도",3236,"만정중학교",477,472,NA
67622,"M","서울특별시",2,"가락고등학교",481,463,89
25856,"M","서울특별시",1463,"휘문고등학교",48,465,NA
76535,"F","",21,"기타",698,472,88
76786,"M","경기도",9997,"수주중학교",478,473,95
51586,"F","서울특별시",1189,"중화고등학교",481,466,7
76591,"F","경기도",7689,"수지중학교",478,472,8
41528,"F","대전광역시",327,"대전구봉고등학교",481,465,NA
75439,"F","경기도",1241,"정재초등학교",7,471,96
63249,"F","경기도",1176,"주엽고등학교",481,466,48
76798,"F","전라남도",576,"부영여자고등학교",481,467,58
76482,"F","경상북도",175,"구미여자고등학교",481,464,73
74898,"M","경기도",144,"의정부고등학교",48,464,NA
58384,"F","서울특별시",1927,"성암국제무역고등학교",48,465,8
76785,"F","서울특별시",9453,"온곡중학교",478,472,68
75952,"F","대구광역시",85,"성지중학교",478,471,95
76342,"F","서울특별시",348,"서울아현초등학교",7,473,7
76781,"F","경상남도",291,"거제중앙중학교",478,472,83
54211,"F","서울특별시",9615,"서울문영여자고등학교",481,464,NA
56564,"F","경상북도",17,"상지여자중학교",478,472,NA
76576,"F","서울특별시",7438,"영신고등학교",481,464,87
773,"M","",21,"기타",482,464,NA
282,"F","서울특별시",793,"숙명여자고등학교",48,463,NA
61954,"F","서울특별시",8663,"강일고등학교",481,462,92
54737,"M","경기도",2274,"동광고등학교",48,47,NA
7815,"F","충청남도",9819,"호서고등학교",481,466,24
76639,"F","경기도",252,"남한고등학교",481,466,3
7571,"F","대구광역시",7964,"시지고등학교",481,465,6
76767,"M","서울특별시",1752,"인덕공업고등학교",481,463,75
76762,"F","대전광역시",715,"대전문화여자중학교",478,473,7
76764,"F","제주특별자치도",3223,"한라중학교",478,473,6
76763,"M","경기도",118,"군자중학교",477,471,NA
55251,"F","대전광역시",95,"대전버드내중학교",479,472,77
76741,"F","세종특별자치시",857,"도담고등학교",48,466,55
188,"F","인천광역시",94,"계산여자고등학교",48,465,NA
76734,"M","경기도",118,"군자중학교",477,471,NA
76755,"F","경상남도",11188,"야로고등학교",481,464,NA
76753,"M","경상남도",1223,"구산고등학교",481,462,NA
759,"F","경상북도",215,"길원여자고등학교",481,464,75
76745,"F","경기도",59,"분당대진고등학교",48,467,42
76713,"M","인천광역시",9438,"부개고등학교",481,466,75
59833,"F","충청북도",1853,"용암중학교",478,472,8
76742,"M","충청북도",1127,"흥덕고등학교",48,463,96
76735,"M","인천광역시",8339,"대인고등학교",48,464,7
76737,"F","경기도",12117,"효원초등학교",699,473,87
76619,"F","서울특별시",34,"서울신구초등학교",7,472,95
76448,"M","인천광역시",9596,"제물포고등학교",481,464,NA
76731,"F","충청남도",222,"엄사중학교",479,472,7
7242,"M","경기도",7539,"불곡고등학교",48,464,8
66486,"F","경기도",986,"송원중학교",477,473,7
76729,"M","대구광역시",7964,"시지고등학교",481,465,55
76718,"M","충청북도",1873,"주성중학교",478,473,3
68731,"F","대구광역시",1156,"정화여자고등학교",481,463,86
76712,"M","세종특별자치시",347,"종촌중학교",478,472,9
76715,"F","서울특별시",719,"서울강동초등학교",7,471,1
7651,"F","울산광역시",1199,"다운고등학교",48,464,3
7672,"F","대전광역시",129,"충남여자고등학교",48,464,NA
6726,"M","경상남도",366,"양곡중학교",477,472,96
76719,"M","경기도",736,"관양중학교",479,472,93
4136,"F","광주광역시",8614,"천곡중학교",478,472,NA
21154,"M","서울특별시",7441,"원묵중학교",479,472,NA
76323,"F","대전광역시",1539,"대전관저중학교",478,472,86
7671,"F","인천광역시",622,"서운중학교",479,472,71
764,"M","경기도",9821,"권선고등학교",48,465,79
