question_No,student_user_No,개념값,좋은 문제인지 ,난이도,답변평가점수,학교넘버,성별,등급,학년,수학점수,학교,지역
6730,32570,27,4,2,5,21,WOMAN,462,484,\N,기타,
6731,32570,28,4,2,5,21,WOMAN,462,484,\N,기타,
6732,32570,28,3,2,5,21,WOMAN,462,484,\N,기타,
6733,75259,14,3,2,5,1156,WOMAN,462,480,85,정화여자고등학교,대구광역시
6734,73966,26,3,2,5,8355,WOMAN,465,481,50,광주숭일고등학교,광주광역시
6735,75395,28,3,2,5,8738,WOMAN,472,479,100,양운중학교,부산광역시
6736,7175,19,4,2,2.66667,918,MAN,465,480,\N,영동고등학교,서울특별시
6737,7175,19,4,3,3,918,MAN,465,480,\N,영동고등학교,서울특별시
6738,7175,19,3,2,4,918,MAN,465,480,\N,영동고등학교,서울특별시
6739,50357,23,3,2,5,7182,WOMAN,471,479,100,하안중학교,경기도
6740,7175,19,3,2,4,918,MAN,465,480,\N,영동고등학교,서울특별시
6741,7175,19,3,2,4,918,MAN,465,480,\N,영동고등학교,서울특별시
6742,75343,18,3,2,4.66667,8570,MAN,468,480,37,도담고등학교,세종특별자치시
6743,75394,24,4,3,3,1847,WOMAN,466,481,75,근명여자정보고등학교,경기도
6744,50357,23,0,\N,0,7182,WOMAN,471,479,100,하안중학교,경기도
6745,50357,23,3,2,5,7182,WOMAN,471,479,100,하안중학교,경기도
6746,51803,18,4,3,5,1322,MAN,467,480,55,평촌고등학교,경기도
6747,75389,24,4,3,5,7734,MAN,463,481,2,고잔고등학교,경기도
6748,75388,19,3,1,5,9899,MAN,466,480,37,청주신흥고등학교,충청북도
6749,50262,14,3,2,0,3264,MAN,472,479,88,장흥중학교,경상북도
6750,50262,14,4,4,5,3264,MAN,472,479,88,장흥중학교,경상북도
6751,51803,18,4,3,5,1322,MAN,467,480,55,평촌고등학교,경기도
6752,75388,19,4,1,4.66667,9899,MAN,466,480,37,청주신흥고등학교,충청북도
6753,75343,18,3,1,5,8570,MAN,468,480,37,도담고등학교,세종특별자치시
6754,41758,27,4,3,5,7259,WOMAN,463,481,\N,보문고등학교,광주광역시
6755,60029,2141,3,2,4.66667,1223,WOMAN,463,480,89,창덕여자고등학교,서울특별시
6756,9850,18,3,2,0,21,MAN,465,480,\N,기타,
6757,73966,27,3,2,4.33333,8355,WOMAN,465,481,50,광주숭일고등학교,광주광역시
6758,39703,59,3,2,5,21,WOMAN,471,478,\N,기타,
6759,74888,28,4,2,5,21,WOMAN,467,484,0,기타,
6760,39703,58,4,3,4.66667,21,WOMAN,471,478,\N,기타,
6761,15719,27,3,2,5,432,WOMAN,465,480,\N,마산여자고등학교,경상남도
6762,73966,27,4,3,5,8355,WOMAN,465,481,50,광주숭일고등학교,광주광역시
6763,24806,12,3,2,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6764,67611,33,3,2,5,1423,WOMAN,465,481,40,호수돈여자고등학교,대전광역시
6765,39703,58,0,\N,0,21,WOMAN,471,478,\N,기타,
6766,39703,59,3,2,5,21,WOMAN,471,478,\N,기타,
6767,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6768,75384,36,3,2,5,1156,WOMAN,466,481,60,정화여자고등학교,대구광역시
6769,34498,27,5,4,5,21,MAN,463,484,\N,기타,
6770,75383,59,5,2,4,1029,MAN,473,478,61,일신중학교,광주광역시
6771,21655,1701,3,2,5,3470,MAN,471,478,\N,종촌중학교,세종특별자치시
6772,75386,27,0,\N,0,8380,MAN,466,484,80,서울공업고등학교,서울특별시
6773,34498,27,0,\N,0,21,MAN,463,484,\N,기타,
6774,3873,1179,4,3,5,432,WOMAN,464,481,\N,마산여자고등학교,경상남도
6775,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6776,24806,12,4,2,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6777,24806,12,3,2,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6778,24806,12,5,2,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6779,75379,26,4,3,0,21,MAN,470,480,79,기타,
6780,37103,2149,3,2,5,7964,WOMAN,467,480,\N,시지고등학교,대구광역시
6781,69988,12,3,2,5,351,MAN,472,479,72,태랑중학교,서울특별시
6782,75377,13,4,2,5,1219,WOMAN,472,479,0,백석중학교,경기도
6783,75379,26,3,1,5,21,MAN,470,480,79,기타,
6784,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6785,62094,32,3,2,5,1349,MAN,465,481,70,학남고등학교,대구광역시
6786,75377,13,5,2,5,1219,WOMAN,472,479,0,백석중학교,경기도
6787,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6788,62094,32,4,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6789,62094,32,3,2,5,1349,MAN,465,481,70,학남고등학교,대구광역시
6790,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6791,62094,32,4,3,5,1349,MAN,465,481,70,학남고등학교,대구광역시
6792,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6793,62094,32,4,3,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6794,15719,27,4,3,5,432,WOMAN,465,480,\N,마산여자고등학교,경상남도
6795,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6796,23369,17,4,2,4.33333,1226,WOMAN,472,479,\N,범계중학교,경기도
6797,62094,32,4,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6798,62094,32,4,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6799,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6800,23369,17,4,3,3.66667,1226,WOMAN,472,479,\N,범계중학교,경기도
6801,62094,32,4,1,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6802,62094,32,2,1,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6803,24806,12,5,2,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6804,62094,32,4,3,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6805,70442,18,3,2,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6806,62094,32,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
6807,57494,13,3,3,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
6808,72793,47,4,2,3.66667,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6809,62094,32,4,3,4,1349,MAN,465,481,70,학남고등학교,대구광역시
6810,72793,46,5,3,3.66667,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6811,72793,47,0,\N,0,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6812,54201,19,3,3,5,21,WOMAN,465,480,56,기타,
6813,56697,19,4,3,5,380,MAN,472,479,85,가람중학교,부산광역시
6814,72793,47,5,3,3.66667,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6815,72793,47,4,3,4,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6816,70442,18,3,2,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6817,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6818,70442,18,3,2,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6819,70442,18,5,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6820,70442,18,3,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6821,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6822,75359,13,5,2,5,1507,WOMAN,472,478,0,정발중학교,경기도
6823,70442,18,3,2,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6824,70442,18,3,2,4,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6825,70442,18,3,3,4,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6826,75359,13,4,2,5,1507,WOMAN,472,478,0,정발중학교,경기도
6827,70442,18,4,3,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6828,73966,27,3,2,5,8355,WOMAN,465,481,50,광주숭일고등학교,광주광역시
6829,70442,18,3,2,5,9811,WOMAN,464,480,56,대광여자고등학교,광주광역시
6830,26405,54,3,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6831,26405,54,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6832,3873,1179,0,\N,0,432,WOMAN,464,481,\N,마산여자고등학교,경상남도
6833,26405,54,3,1,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6834,26405,54,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6835,26405,54,5,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6836,50799,42,3,2,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6837,50799,44,3,2,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6838,50799,48,4,3,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6839,59972,19,4,1,5,432,WOMAN,464,480,0,마산여자고등학교,경상남도
6840,26405,53,3,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6841,50799,48,3,3,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6842,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6843,50799,45,3,3,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6844,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6845,50799,45,4,1,5,1735,WOMAN,471,479,97,율곡중학교,강원도
6846,26405,53,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6847,26405,53,3,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6848,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6849,26405,53,5,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6850,26405,53,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6851,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6852,75351,59,3,2,5,2224,MAN,471,478,0,남원용성중학교,전라북도
6853,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6854,26405,53,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6855,26405,53,2,1,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6856,26405,53,3,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6857,40460,57,4,2,5,9710,WOMAN,472,699,\N,서울대치초등학교,서울특별시
6858,21331,1175,0,\N,0,9798,WOMAN,466,481,\N,명덕여자고등학교,서울특별시
6859,26405,53,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6860,26405,53,3,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6861,73986,2119,5,3,5,955,WOMAN,472,477,92,화봉중학교,울산광역시
6862,57494,13,4,2,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
6863,26504,27,3,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
6864,26504,27,3,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
6865,39703,59,3,2,4.66667,21,WOMAN,471,478,\N,기타,
6866,24806,12,4,3,5,1182,WOMAN,472,479,\N,동탄중학교,경기도
6867,44308,18,3,2,3.66667,8570,MAN,464,480,75,도담고등학교,세종특별자치시
6868,55679,57,3,2,4,21,MAN,473,478,35,기타,
6869,75341,59,4,2,5,234,MAN,471,478,85,신월중학교,서울특별시
6870,75334,59,3,3,5,3275,WOMAN,472,478,71,덕이중학교,경기도
6871,75271,59,4,3,5,10370,WOMAN,471,478,74,오륙도중학교,부산광역시
6872,75333,18,3,2,5,7320,MAN,468,480,45,구덕고등학교,부산광역시
6873,40401,2144,4,4,5,419,WOMAN,463,481,\N,동화고등학교,경기도
6874,64314,19,4,2,5,7113,WOMAN,466,480,71,덕원여자고등학교,서울특별시
6875,74906,47,3,3,5,12004,WOMAN,472,477,65,석보중학교,경상북도
6876,75206,40,4,2,5,8283,WOMAN,472,699,90,대구신천초등학교,대구광역시
6877,75329,27,0,\N,0,181,WOMAN,464,482,88,군북고등학교,경상남도
6878,75329,27,3,3,5,181,WOMAN,464,482,88,군북고등학교,경상남도
6879,74783,18,3,2,5,8570,WOMAN,465,480,70,도담고등학교,세종특별자치시
6880,75253,47,4,3,5,1183,WOMAN,472,477,70,동패중학교,경기도
6881,75324,1148,0,\N,0,249,WOMAN,473,478,32,양천중학교,서울특별시
6882,75323,12,3,2,5,8410,WOMAN,472,479,79,광동고등학교,경기도
6883,59408,12,3,2,5,21,WOMAN,463,484,0,기타,
6884,59408,13,3,2,5,21,WOMAN,463,484,0,기타,
6885,59408,13,3,2,5,21,WOMAN,463,484,0,기타,
6886,59408,12,3,3,5,21,WOMAN,463,484,0,기타,
6887,59408,12,5,3,5,21,WOMAN,463,484,0,기타,
6888,32906,28,3,2,5,10501,MAN,464,481,\N,신송고등학교,인천광역시
6889,75294,14,3,2,4,10387,WOMAN,465,480,44,송원여자상업고등학교,광주광역시
6890,56697,19,4,3,5,380,MAN,472,479,85,가람중학교,부산광역시
6891,43272,57,3,3,5,7999,WOMAN,472,478,0,덕현중학교,경기도
6892,59408,12,3,2,5,21,WOMAN,463,484,0,기타,
6893,59408,12,3,2,5,21,WOMAN,463,484,0,기타,
6894,1556,39,4,3,5,1020,MAN,471,477,\N,인천소래초등학교,인천광역시
6895,60029,2141,4,3,5,1223,WOMAN,463,480,89,창덕여자고등학교,서울특별시
6896,1556,39,5,2,5,1020,MAN,471,477,\N,인천소래초등학교,인천광역시
6897,75320,58,4,3,4.66667,7522,WOMAN,472,478,98,이천양정여자중학교,경기도
6898,51150,13,4,2,5,21,MAN,471,479,100,기타,
6899,75255,58,3,3,5,2086,WOMAN,472,478,87,천안용곡중학교,충청남도
6900,74198,40,4,3,4.33333,1292,WOMAN,471,700,100,대구대봉초등학교,대구광역시
6901,51150,12,4,2,5,21,MAN,471,479,100,기타,
6902,75318,18,3,3,5,907,WOMAN,465,480,46,연제고등학교,부산광역시
6903,47533,28,3,2,5,7986,WOMAN,462,481,86,정광고등학교,광주광역시
6904,56697,18,3,2,5,380,MAN,472,479,85,가람중학교,부산광역시
6905,34933,32,4,3,5,1097,WOMAN,465,481,\N,일산동고등학교,경기도
6906,75291,32,4,3,5,226,WOMAN,468,481,40,김해분성여자고등학교,경상남도
6907,75238,12,3,2,5,587,WOMAN,472,479,55,만성중학교,인천광역시
6908,75206,40,4,3,5,8283,WOMAN,472,699,90,대구신천초등학교,대구광역시
6909,21331,1175,2,2,5,9798,WOMAN,466,481,\N,명덕여자고등학교,서울특별시
6910,42958,33,3,2,5,9798,WOMAN,464,481,68,명덕여자고등학교,서울특별시
6911,16790,18,4,3,5,21,WOMAN,464,481,\N,기타,
6912,42958,33,3,2,2.66667,9798,WOMAN,464,481,68,명덕여자고등학교,서울특별시
6913,42958,33,4,3,5,9798,WOMAN,464,481,68,명덕여자고등학교,서울특별시
6914,42958,33,3,2,5,9798,WOMAN,464,481,68,명덕여자고등학교,서울특별시
6915,75292,59,4,3,5,7564,WOMAN,472,478,97,선주중학교,경상북도
6916,61942,46,3,3,5,21,MAN,472,477,95,기타,
6917,70831,1215,2,2,4,21,MAN,463,480,93,기타,
6918,75276,57,3,3,5,972,WOMAN,472,478,65,광주서광중학교,광주광역시
6919,57494,13,5,3,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
6920,75296,12,2,1,5,11759,WOMAN,465,480,4,별가람고등학교,경기도
6921,74783,18,0,\N,0,8570,WOMAN,465,480,70,도담고등학교,세종특별자치시
6922,21331,1175,3,3,5,9798,WOMAN,466,481,\N,명덕여자고등학교,서울특별시
6923,75294,14,0,\N,0,10387,WOMAN,465,480,44,송원여자상업고등학교,광주광역시
6924,75007,1141,4,3,2.66667,3270,WOMAN,472,477,87,예원학교,서울특별시
6925,69064,714,3,2,5,11615,WOMAN,473,700,65,인천청라초등학교,인천광역시
6926,55756,40,3,3,5,159,WOMAN,472,477,100,상암중학교,서울특별시
6927,75281,18,3,2,5,9029,WOMAN,464,480,0,김해삼문고등학교,경상남도
6928,66743,41,4,3,5,3150,WOMAN,471,477,100,칠원중학교,경상남도
6929,75291,32,3,1,5,226,WOMAN,468,481,40,김해분성여자고등학교,경상남도
6930,74507,12,3,3,5,10184,MAN,471,479,97,청주중학교,충청북도
6931,41658,33,4,3,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6932,41658,32,4,2,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6933,57494,13,3,3,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
6934,39357,19,3,3,5,8939,WOMAN,465,480,\N,신서고등학교,서울특별시
6935,39357,19,4,3,5,8939,WOMAN,465,480,\N,신서고등학교,서울특별시
6936,72793,47,2,1,4,322,WOMAN,472,477,80,정원여자중학교,서울특별시
6937,31824,18,4,2,5,828,WOMAN,465,480,\N,신명여자고등학교,인천광역시
6938,75287,59,3,3,5,10429,WOMAN,471,478,0,풍성중학교,서울특별시
6939,39357,19,4,2,5,8939,WOMAN,465,480,\N,신서고등학교,서울특별시
6940,75265,59,5,4,5,69,WOMAN,471,478,98,대방중학교,서울특별시
6941,75238,12,3,1,5,587,WOMAN,472,479,55,만성중학교,인천광역시
6942,26405,58,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6943,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6944,74236,42,3,3,5,7628,WOMAN,472,477,0,대천중학교,부산광역시
6945,41658,32,3,2,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6946,75268,819,4,2,5,4136,WOMAN,473,699,90,남원도통초등학교,전라북도
6947,41658,32,3,2,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6948,68688,2141,3,2,5,1244,WOMAN,471,479,100,부일중학교,경기도
6949,75287,59,5,2,5,10429,WOMAN,471,478,0,풍성중학교,서울특별시
6950,41658,32,3,3,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6951,47478,12,4,3,5,21,WOMAN,467,481,60,기타,
6952,68332,1175,2,1,5,10833,WOMAN,462,480,0,보라고등학교,경기도
6953,51150,12,3,2,5,21,MAN,471,479,100,기타,
6954,52183,18,3,2,5,21,WOMAN,463,480,0,기타,
6955,52183,18,3,2,5,21,WOMAN,463,480,0,기타,
6956,75276,57,4,3,5,972,WOMAN,472,478,65,광주서광중학교,광주광역시
6957,73966,27,4,2,5,8355,WOMAN,465,481,50,광주숭일고등학교,광주광역시
6958,75280,64,5,2,5,12032,MAN,472,479,89,동성중학교,충청남도
6959,68332,1175,2,1,5,10833,WOMAN,462,480,0,보라고등학교,경기도
6960,75281,18,3,2,5,9029,WOMAN,464,480,0,김해삼문고등학교,경상남도
6961,75278,57,4,4,5,2000,WOMAN,473,478,15,석성중학교,충청남도
6962,34933,32,3,1,5,1097,WOMAN,465,481,\N,일산동고등학교,경기도
6963,63275,18,3,3,4,753,WOMAN,464,480,0,소래고등학교,경기도
6964,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6965,21655,1701,2,2,5,3470,MAN,471,478,\N,종촌중학교,세종특별자치시
6966,75267,58,4,2,5,11889,MAN,473,700,69,울진초등학교,경상북도
6967,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6968,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6969,70096,707,5,3,3.66667,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
6970,55090,32,0,\N,0,2587,WOMAN,463,481,2,비전고등학교,경기도
6971,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6972,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6973,15431,22,3,2,5,21,MAN,466,484,\N,기타,
6974,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6975,41658,33,3,2,5,2285,WOMAN,465,481,\N,김해제일고등학교,경상남도
6976,57059,57,4,3,5,9561,WOMAN,472,478,0,제물포여자중학교,인천광역시
6977,70096,707,5,3,4,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
6978,70096,707,0,\N,0,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
6979,26405,51,4,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6980,31252,23,4,3,5,918,MAN,463,482,\N,영동고등학교,서울특별시
6981,75251,41,4,3,5,37,WOMAN,471,700,100,서울개운초등학교,서울특별시
6982,75034,57,2,1,5,197,WOMAN,473,478,73,세륜중학교,서울특별시
6983,26405,51,4,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6984,70096,714,4,2,5,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
6985,75259,18,4,3,3.66667,1156,WOMAN,462,480,85,정화여자고등학교,대구광역시
6986,26405,51,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6987,73831,47,4,3,5,7992,WOMAN,473,477,18,당진중학교,충청남도
6988,26405,51,4,3,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
6989,26405,51,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6990,75034,57,3,2,5,197,WOMAN,473,478,73,세륜중학교,서울특별시
6991,26405,50,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
6992,75195,58,2,1,5,1617,WOMAN,473,478,56,가곡중학교,강원도
6993,52183,19,4,4,5,21,WOMAN,463,480,0,기타,
6994,26405,51,0,\N,0,921,WOMAN,472,478,\N,신일중학교,울산광역시
6995,52183,19,3,2,5,21,WOMAN,463,480,0,기타,
6996,75201,13,3,2,5,10520,WOMAN,468,480,47,대천여자상업고등학교,충청남도
6997,70096,939,3,1,4.33333,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
6998,52183,19,4,4,5,21,WOMAN,463,480,0,기타,
6999,26405,51,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
7000,26405,50,3,1,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
7001,39959,2141,4,3,4,868,WOMAN,464,480,\N,안화고등학교,경기도
7002,26405,51,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
7003,32874,57,4,3,4,21,WOMAN,471,477,\N,기타,
7004,66223,27,3,3,5,1420,WOMAN,464,481,53,호남제일고등학교,전라북도
7005,66223,27,4,3,5,1420,WOMAN,464,481,53,호남제일고등학교,전라북도
