47989,0.7708266
507331,3.149967
718661,2.2802444
227298,1.0957637
715602,4.5645175
833463,3.0608644
109418,3.1647396
175729,1.1624705
550497,2.6996937
707128,1.6401712
83448,1.4406061
124320,2.3303416
157169,0.96040946
223734,2.6045585
426594,1.8252934
463542,2.2838733
666970,4.757434
861377,2.8649473
891649,1.5420748
235203,1.5930624
663571,2.6035628
835285,3.5532267
654982,1.3574159
696654,1.9770443
87117,3.0124578
627318,2.66911
660271,0.4460482
370565,4.0159926
494434,3.6187844
585039,6.119914
656152,2.8544278
171997,3.2164977
7168,3.3720503
240437,1.9765798
739895,3.7269335
850196,3.9765081
528945,2.9752073
888888,2.059517
139263,4.399353
506860,3.194078
127810,2.1868012
408767,3.0588658
633539,3.0341177
802608,3.4728098
68278,3.29807
204708,3.8138123
325561,4.4932613
363338,3.1205528
538136,2.8956995
578333,3.5172741
629805,1.5731342
725499,2.9880302
851715,3.6794534
245145,5.198251
280963,3.9454174
359543,1.9602072
371807,2.9647229
243451,2.8709393
776155,5.115991
777929,3.8568945
17556,4.2586045
696656,4.2153716
920699,1.6330042
314415,5.131959
425422,4.589469
652,4.0292134
492937,4.077171
494435,4.196227
644258,3.6956456
731230,3.3855731
913188,4.301167
38338,2.8916585
438412,1.931008
487987,4.085267
550503,3.416715
463547,3.380349
888891,2.7120576
160357,2.8035097
284459,3.1642425
474801,3.35356
78641,1.9163077
545076,3.2822404
635958,3.1660783
699200,4.100812
740642,2.637634
515673,4.2473574
858557,4.01524
3565,1.209654
476490,3.2902575
549542,4.3296356
52608,4.273901
99771,2.829167
377461,4.4025974
581038,3.394819
780506,3.5130157
766897,3.6355958
868793,3.8858411
83548,3.6232
76453,3.7473874
774489,3.05627
176333,2.0780387
338375,2.3714802
613041,3.428345
777463,4.74007
872152,2.8551967
78694,3.2858906
167342,3.6341949
516666,3.6304271
656941,4.7395673
259677,2.6225808
263702,3.4077404
883606,1.6556671
155058,3.28481
200176,3.0308566
414310,3.2325315
421303,2.612089
486783,3.7766356
488033,4.4055166
629998,3.4233828
644927,2.305647
694934,3.7695885
718729,3.1991224
758874,2.4612122
838720,2.97674
893120,3.200311
945407,3.6109374
955917,3.7675905
59244,3.2664924
88996,3.0082142
93094,3.868383
158762,2.877335
170330,2.5205905
173889,1.9091569
303152,3.7348845
366322,3.1323025
367376,3.842743
371870,2.583898
499018,4.105646
560065,1.9099209
577610,2.808829
628448,3.6806319
662170,3.2172825
672201,2.9600892
749898,3.8961468
840124,2.1716585
960350,3.1776142
65625,3.532668
175840,2.7701504
268274,2.814611
343401,2.6157396
389725,5.1290636
409357,2.5659401
449239,3.5584233
599538,3.898696
707210,3.7521584
713449,3.978299
723453,3.4864063
764213,2.8377614
773742,2.0205393
885579,4.2508893
927735,3.5401618
962782,2.475777
55722,3.7644
121628,3.0539255
138941,2.2811503
193326,2.406121
229454,2.90148
258646,4.025365
277228,3.2776873
378270,4.2298574
422869,3.9703774
533913,3.4649038
563916,2.9452689
573041,2.6481936
671769,6.462262
788085,3.7078946
827125,2.6416779
833006,2.7990236
906175,3.7894218
13792,2.084611
46140,2.4059694
159498,3.1982036
264018,3.3560443
266145,2.5310779
289562,3.5579174
411701,3.105846
445028,2.7664862
497774,2.7729192
531325,3.4014065
698949,2.887456
778013,2.8351965
877805,3.3196075
7972,3.7142658
51233,3.9248657
67615,3.4723797
77977,3.5962632
210373,2.2384505
252775,3.625583
344499,4.6656294
365043,3.5449433
392943,4.0281935
394640,3.7752638
477328,3.4844954
590897,3.9009514
655072,2.2102642
689323,3.7493784
692434,2.8364413
854817,3.002514
44801,2.9546614
46659,3.2612662
131393,3.011098
152085,3.7406917
176441,3.5683343
187196,3.0596273
369589,1.6203778
581669,3.2176921
586867,4.7963486
633706,2.592691
732559,3.0176425
783548,3.3455133
968705,5.1203
988257,3.1604505
13313,4.0881004
165682,5.4946103
181357,3.9034598
189860,2.0799885
231244,2.9316487
253983,4.2009125
254938,3.3862517
275777,3.1406834
301902,2.7573557
379021,4.0010962
387109,4.661013
517507,2.6373298
600364,3.576704
677275,3.2799363
681829,1.9830083
745122,3.5657012
979704,2.861024
137048,2.184926
606145,2.930208
74209,2.8801787
488810,1.3893666
696865,1.9397553
915339,2.6133964
108419,2.1390686
259749,1.5179554
537608,2.5136487
34434,3.3235226
84314,3.2058969
527530,2.6327448
906554,3.8057218
245547,2.306724
652679,2.9069512
690107,3.6198483
922541,3.095091
971794,3.104103
974669,3.6900659
222764,3.8487272
266247,3.2018003
273082,3.0930395
324204,3.4560606
374212,3.181529
572282,2.298911
589711,3.62859
591425,3.3898451
858361,3.582588
41734,3.31923
488720,2.5856843
568135,2.995895
666930,4.4473205
826631,3.1377146
868350,1.8434949
969526,2.1965435
50610,2.3249743
55791,3.1691399
386121,2.996106
595549,3.826875
598499,1.7611026
933162,3.4219913
277819,3.5297172
424134,3.364115
538987,3.4970286
900853,3.5322554
44392,2.805582
380364,3.78635
674279,3.5960944
678655,2.9220402
699353,1.927861
802997,3.3400712
57135,2.7823665
164684,3.4576588
943126,3.6125612
400468,2.6825285
201685,3.119198
883461,0.7116535
116428,1.0837014
185541,2.7428164
496920,2.4977202
207025,2.1612737
209531,1.7923006
218828,3.1286454
541087,1.631469
618673,1.5814126
